,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
2087,1301110,Cherokee County School District,GEORGIA,The Invisible Life of Addie LaRue,"Schwab, V. E.",Banned in Libraries,Jan-22,Formal Challenge,,
2088,4701590,Hamilton County,TENNESSEE,The Hope Chest,"Schwabach, Karen",Banned Pending Investigation,Oct-21,Administrator,,
2089,4005460,BRISTOW,OKLAHOMA,Scary Stories to Tell in the Dark,"Schwartz, Alvin",Banned Pending Investigation,Oct-21,Administrator,,
2090,4205490,Central York SD,PENNSYLVANIA,Locked Up for Freedom: Civil Rights Protesters at the Leesburg Stockade,"Schwartz, Heather E.",Banned in Classrooms,Aug-21,Administrator,,
2091,4700149,Collierville,TENNESSEE,SELF-ish: A Transgender Awakening,"Schwenke, Chloe",Banned in Libraries and Classrooms,Feb-22,Administrator,,
2092,1200480,DUVAL,FLORIDA,On Mother's Lap,"Scott, Ann Herbert",Banned Pending Investigation,Jan-22,Administrator,,
2093,1200150,BREVARD,FLORIDA,Living Dead Girl,"Scott, Elizabeth",Banned Pending Investigation,May-22,Administrator,,
2094,2006540,Goddard,KANSAS,Living Dead Girl,"Scott, Elizabeth",Banned Pending Investigation,Nov-21,Administrator,,
2095,2615990,Gladwin Community Schools,MICHIGAN,Living Dead Girl,"Scott, Elizabeth",Banned Pending Investigation,May-22,Administrator,,
2096,5103840,VA BEACH CITY PBLC SCHS,VIRGINIA,Lucky,"Seabold, Alice",Banned in Libraries and Classrooms,May-22,Formal Challenge,,
2097,4832940,NORTH EAST ISD,TEXAS,Coming Out: Telling Family and Friends,"Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2098,4832940,NORTH EAST ISD,TEXAS,Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,"Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2099,4832940,NORTH EAST ISD,TEXAS,Gay and Lesbian Role Models,"Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2100,4825740,KLEIN ISD,TEXAS,"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination","Seba, Jaime A.",Banned Pending Investigation,Dec-21,Administrator,,
2101,4832940,NORTH EAST ISD,TEXAS,"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination","Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2102,4832940,NORTH EAST ISD,TEXAS,"Gay People of Color: Facing Prejudices, Forging Identities","Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2103,4832940,NORTH EAST ISD,TEXAS,"Gays and Mental Health: Fighting Depression, Saying No to Suicide","Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2104,4832940,NORTH EAST ISD,TEXAS,"Homosexuality Around the World: Safe Havens, Cultural Challenges","Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2105,4832940,NORTH EAST ISD,TEXAS,The LGBT Community,"Seba, Jaime A.",Banned in Libraries,Dec-21,Administrator,,
2106,4700149,Collierville,TENNESSEE,Ember Queen (Ash Princess Trilogy Series),"Sebastian, Laura",Banned Pending Investigation,Feb-22,Administrator,,
2107,1200150,BREVARD,FLORIDA,Lucky,"Sebold, Alice",Banned Pending Investigation,Mar-22,Administrator,,
2108,1200300,CLAY,FLORIDA,Lucky,"Sebold, Alice",Banned Pending Investigation,Jun-22,Administrator,,
2109,1200810,HERNANDO,FLORIDA,Lucky,"Sebold, Alice",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2110,1200930,INDIAN RIVER,FLORIDA,Lucky,"Sebold, Alice",Banned Pending Investigation,Nov-21,Administrator,,
2111,1201740,ST. JOHNS,FLORIDA,Lucky,"Sebold, Alice",Banned in Libraries,May-22,Formal Challenge,,
2112,4005460,BRISTOW,OKLAHOMA,The Lovely Bones,"Sebold, Alice",Banned in Classrooms,Oct-21,Administrator,,
2113,4205490,Central York SD,PENNSYLVANIA,The Deaf Musicians,"Seeger, Pete",Banned in Classrooms,Aug-21,Administrator,,
2114,1200480,DUVAL,FLORIDA,Festival of Colors,"Sehgal, Surishtha",Banned Pending Investigation,Jan-22,Administrator,,
2115,4832940,NORTH EAST ISD,TEXAS,"A Very, Very Bad Thing","Self, Jeffery",Banned Pending Investigation,Dec-21,Administrator,,
2116,4832940,NORTH EAST ISD,TEXAS,Just Kill Me,"Selzer, Adam",Banned Pending Investigation,Dec-21,Administrator,,
2117,4005460,BRISTOW,OKLAHOMA,Between Shades of Gray,"Sepetys, Ruta",Banned in Libraries,Oct-21,Administrator,,
2118,1200930,INDIAN RIVER,FLORIDA,Out of the Easy,"Sepetys, Ruta",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2119,4205490,Central York SD,PENNSYLVANIA,Ven a Mi Casa,"Seuss, Dr.",Banned in Classrooms,Aug-21,Administrator,,
2120,4832940,NORTH EAST ISD,TEXAS,My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,"Shantz-Hilkes, Chloe",Banned Pending Investigation,Dec-21,Administrator,,
2121,1200930,INDIAN RIVER,FLORIDA,The Berlin Boxing Club,"Sharenow, Robert",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2122,4821390,GRANBURY ISD,TEXAS,Far from You,"Sharpe, Tess",Banned Pending Investigation,Jan-22,Administrator,,
2123,4832940,NORTH EAST ISD,TEXAS,Far from You,"Sharpe, Tess",Banned Pending Investigation,Dec-21,Administrator,,
2124,4700149,Collierville,TENNESSEE,The Girls I've Been,"Sharpe, Tess",Banned Pending Investigation,Feb-22,Administrator,,
2125,1200930,INDIAN RIVER,FLORIDA,Safe,"Shaw, Susan",Banned Pending Investigation,Nov-21,Administrator,,
2126,4832940,NORTH EAST ISD,TEXAS,The Hookup Artist,"Shaw, Tucker",Banned in Libraries,Dec-21,Administrator,,
2127,4700149,Collierville,TENNESSEE,Flawless (Pretty Little Liars Series),"Shepard, Sara",Banned Pending Investigation,Feb-22,Administrator,,
2128,4700149,Collierville,TENNESSEE,Influence,"Shepard, Sara",Banned Pending Investigation,Feb-22,Administrator,,
2129,4205490,Central York SD,PENNSYLVANIA,25 Women Who Fought Back,"Sherman, Jill",Banned in Classrooms,Aug-21,Administrator,,
2130,4205490,Central York SD,PENNSYLVANIA,25 Women Who Thought of It First,"Sherman, Jill",Banned in Classrooms,Aug-21,Administrator,,
2131,4832940,NORTH EAST ISD,TEXAS,Final Takedown,"Sherrard, Brent R.",Banned in Libraries,Dec-21,Administrator,,
2132,4205490,Central York SD,PENNSYLVANIA,Hidden Figures: The True Story of Four Black Women and the Space Race,"Shetterly, Margot Lee",Banned in Classrooms,Aug-21,Administrator,,
2133,4825170,KATY ISD,TEXAS,Game Changer,"Shusterman, Neal",Banned in Libraries,Jan-22,Administrator,,
2134,4700149,Collierville,TENNESSEE,Edie in Between,"Sibson, Laura",Banned Pending Investigation,Feb-22,Administrator,,
2135,4205490,Central York SD,PENNSYLVANIA,Nelson Beats The Odds,"Sidney II, Ronnie",Banned in Classrooms,Aug-21,Administrator,,
2136,4205490,Central York SD,PENNSYLVANIA,Tameka's New Dress,"Sidney II, Ronnie",Banned in Classrooms,Aug-21,Administrator,,
2137,4700149,Collierville,TENNESSEE,Somebody Told Me,"Siegert, Mia",Banned Pending Investigation,Feb-22,Administrator,,
2138,4821390,GRANBURY ISD,TEXAS,History Is All You Left Me,"Silvera, Adam",Banned Pending Investigation,Jan-22,Administrator,,
2139,4832940,NORTH EAST ISD,TEXAS,History Is All You Left Me,"Silvera, Adam",Banned Pending Investigation,Dec-21,Administrator,,
2140,4825260,KELLER ISD,TEXAS,Infinity Reaper (Infinity Cycle Series),"Silvera, Adam",Banned in Libraries and Classrooms,Nov-21,Formal Challenge,,
2141,4821390,GRANBURY ISD,TEXAS,Infinity Son (Infinity Cycle Series),"Silvera, Adam",Banned Pending Investigation,Jan-22,Administrator,,
2142,4832940,NORTH EAST ISD,TEXAS,Infinity Son (Infinity Cycle Series),"Silvera, Adam",Banned Pending Investigation,Dec-21,Administrator,,
2143,1200930,INDIAN RIVER,FLORIDA,More Happy Than Not,"Silvera, Adam",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2144,1201080,LEE,FLORIDA,More Happy Than Not,"Silvera, Adam",Banned in Libraries and Classrooms,Mar-22,Administrator,,
2145,1201590,POLK,FLORIDA,More Happy Than Not,"Silvera, Adam",Banned in Libraries,Jan-22,Administrator,,
2146,1201770,ST. LUCIE,FLORIDA,More Happy Than Not,"Silvera, Adam",Banned in Libraries,Jan-22,Formal Challenge,,
2147,1201980,WALTON,FLORIDA,More Happy Than Not,"Silvera, Adam",Banned Pending Investigation,Apr-22,Administrator,,
2148,4700149,Collierville,TENNESSEE,More Happy Than Not,"Silvera, Adam",Banned Pending Investigation,Feb-22,Administrator,,
2149,4821390,GRANBURY ISD,TEXAS,More Happy Than Not,"Silvera, Adam",Banned Pending Investigation,Jan-22,Administrator,,
2150,4832940,NORTH EAST ISD,TEXAS,More Happy Than Not,"Silvera, Adam",Banned Pending Investigation,Dec-21,Administrator,,
2151,4700149,Collierville,TENNESSEE,They Both Die at the End,"Silvera, Adam",Banned Pending Investigation,Feb-22,Administrator,,
2152,4821390,GRANBURY ISD,TEXAS,They Both Die at the End,"Silvera, Adam",Banned Pending Investigation,Jan-22,Administrator,,
2153,4832940,NORTH EAST ISD,TEXAS,They Both Die at the End,"Silvera, Adam",Banned Pending Investigation,Dec-21,Administrator,,
2154,1201980,WALTON,FLORIDA,"Sex is a Funny Word: A Book about Bodies, Feelings, and YOU","Silverberg, Cory",Banned Pending Investigation,Apr-22,Administrator,,
2155,4820010,FRISCO ISD,TEXAS,"Sex is a Funny Word: A Book about Bodies, Feelings, and YOU","Silverberg, Cory",Banned in Libraries and Classrooms,May-22,Administrator,,
2156,4205490,Central York SD,PENNSYLVANIA,Jack (Not Jackie),"Silverman, Erica",Banned in Classrooms,Aug-21,Administrator,,
2157,4832940,NORTH EAST ISD,TEXAS,Chainbreaker (Timekeeper Series),"Sim, Tara",Banned in Libraries,Dec-21,Administrator,,
2158,4821390,GRANBURY ISD,TEXAS,Firestarter (Timekeeper Series),"Sim, Tara",Banned Pending Investigation,Jan-22,Administrator,,
2159,4832940,NORTH EAST ISD,TEXAS,Firestarter (Timekeeper Series),"Sim, Tara",Banned Pending Investigation,Dec-21,Administrator,,
2160,4832940,NORTH EAST ISD,TEXAS,"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae",Banned Pending Investigation,Dec-21,Administrator,,
2161,1200930,INDIAN RIVER,FLORIDA,Marriage of a Thousand Lies,"Sindu, S. J.",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2162,4205490,Central York SD,PENNSYLVANIA,Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,"Singleton, Glenn E.",Banned in Classrooms,Aug-21,Administrator,,
2163,4700149,Collierville,TENNESSEE,Bonds of Brass,"Skrutskie, Emily",Banned Pending Investigation,Feb-22,Administrator,,
2164,4832940,NORTH EAST ISD,TEXAS,The Edge of the Abyss (The Abyss Surrounds Us Series),"Skrutskie, Emily",Banned Pending Investigation,Dec-21,Administrator,,
2165,1200480,DUVAL,FLORIDA,Climbing Lincoln's Steps: The African American Journey,"Slade, Suzanne",Banned Pending Investigation,Jan-22,Administrator,,
2166,4205490,Central York SD,PENNSYLVANIA,Exquisite: The Poetry and Life of Gwendolyn Brooks,"Slade, Suzanne",Banned in Classrooms,Aug-21,Administrator,,
2167,1602340,NAMPA SCHOOL DISTRICT,IDAHO,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned in Libraries and Classrooms,May-22,Administrator,,
2168,2006540,Goddard,KANSAS,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned Pending Investigation,Nov-21,Administrator,,
2169,4700149,Collierville,TENNESSEE,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned Pending Investigation,Feb-22,Administrator,,
2170,4819840,FREDERICKSBURG ISD,TEXAS,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned Pending Investigation,Mar-22,Administrator,,
2171,4821390,GRANBURY ISD,TEXAS,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned Pending Investigation,Jan-22,Administrator,,
2172,4832940,NORTH EAST ISD,TEXAS,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned Pending Investigation,Dec-21,Administrator,,
2173,5510890,Oconomowoc Area School District,WISCONSIN,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Banned in Libraries and Classrooms,May-22,Formal Challenge,,
2174,4205490,Central York SD,PENNSYLVANIA,"Transformative Ethnic Studies in Schools: Curriculum, Pedagogy, and Research","Sleeter, Christine E.",Banned in Classrooms,Aug-21,Administrator,,
2175,1200480,DUVAL,FLORIDA,To Night Owl from Dogfish,"Sloan, Holly Goldberg",Banned Pending Investigation,Jan-22,Administrator,,
2176,3704950,Wilkes County Schools,NORTH CAROLINA,To Night Owl from Dogfish,"Sloan, Holly Goldberg",Banned in Classrooms,Jun-22,Administrator,,
2177,4832940,NORTH EAST ISD,TEXAS,Deposing Nathan,"Smedley, Zack",Banned Pending Investigation,Dec-21,Administrator,,
2178,4700149,Collierville,TENNESSEE,Tonight We Rule the World,"Smedley, Zack",Banned Pending Investigation,Feb-22,Administrator,,
2179,4832940,NORTH EAST ISD,TEXAS,Something Like Gravity,"Smith, Amber",Banned Pending Investigation,Dec-21,Administrator,,
2180,4821390,GRANBURY ISD,TEXAS,The Last to Let Go,"Smith, Amber",Banned Pending Investigation,Jan-22,Administrator,,
2181,4832940,NORTH EAST ISD,TEXAS,The Last to Let Go,"Smith, Amber",Banned Pending Investigation,Dec-21,Administrator,,
2182,4005460,BRISTOW,OKLAHOMA,The Way I Used to Be,"Smith, Amber",Banned Pending Investigation,Oct-21,Administrator,,
2183,1200930,INDIAN RIVER,FLORIDA,Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2184,4700149,Collierville,TENNESSEE,Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew",Banned Pending Investigation,Feb-22,Administrator,,
2185,4821390,GRANBURY ISD,TEXAS,Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew",Banned Pending Investigation,Jan-22,Administrator,,
2186,4832940,NORTH EAST ISD,TEXAS,Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew",Banned Pending Investigation,Dec-21,Administrator,,
2187,4832940,NORTH EAST ISD,TEXAS,Stick,"Smith, Andrew",Banned in Libraries,Dec-21,Administrator,,
2188,4700149,Collierville,TENNESSEE,Chicken Girl,"Smith, Heather",Banned Pending Investigation,Feb-22,Administrator,,
2189,4836000,PROSPER ISD,TEXAS,Chicken Girl,"Smith, Heather",Banned in Libraries and Classrooms,Mar-22,Administrator,,
2190,4832940,NORTH EAST ISD,TEXAS,"Invisible Man, Got the Whole World Watching: A Young Black Man's Education","Smith, Mychal Denzel",Banned Pending Investigation,Dec-21,Administrator,,
2191,4832940,NORTH EAST ISD,TEXAS,The Deep & Dark Blue,"Smith, Niki",Banned Pending Investigation,Dec-21,Administrator,,
2192,1200150,BREVARD,FLORIDA,Not My Problem,"Smyth, Ciara",Banned Pending Investigation,Mar-22,Administrator,,
2193,4700149,Collierville,TENNESSEE,Not My Problem,"Smyth, Ciara",Banned Pending Investigation,Feb-22,Administrator,,
2194,4700149,Collierville,TENNESSEE,The Falling in Love Montage,"Smyth, Ciara",Banned Pending Investigation,Feb-22,Administrator,,
2195,1200480,DUVAL,FLORIDA,The Boy of the Three-Year Nap,"Snyder, Dianne",Banned Pending Investigation,Jan-22,Administrator,,
2196,4205490,Central York SD,PENNSYLVANIA,How We Fight White Supremacy,"Solomon, Akiba",Banned in Classrooms,Aug-21,Administrator,,
2197,4700149,Collierville,TENNESSEE,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Solomon, Andrew",Banned Pending Investigation,Feb-22,Administrator,,
2198,4832940,NORTH EAST ISD,TEXAS,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Solomon, Andrew",Banned Pending Investigation,Dec-21,Administrator,,
2199,4832940,NORTH EAST ISD,TEXAS,"Far From the Tree: Parents, Children and the Search for Identity","Solomon, Andrew",Banned Pending Investigation,Dec-21,Administrator,,
2200,4821390,GRANBURY ISD,TEXAS,SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl",Banned Pending Investigation,Jan-22,Administrator,,
2201,4832940,NORTH EAST ISD,TEXAS,SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl",Banned in Libraries,Dec-21,Administrator,,
2202,4821390,GRANBURY ISD,TEXAS,One of Those Hideous Books Where the Mother Dies,"Sones, Sonya",Banned Pending Investigation,Jan-22,Administrator,,
2203,4832940,NORTH EAST ISD,TEXAS,One of Those Hideous Books Where the Mother Dies,"Sones, Sonya",Banned Pending Investigation,Dec-21,Administrator,,
2204,1200930,INDIAN RIVER,FLORIDA,The Opposite of Innocent,"Sones, Sonya",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2205,4900142,Canyons District,UTAH,The Opposite of Innocent,"Sones, Sonya",Banned Pending Investigation,Oct-21,Administrator,,
2206,5515780,Waukesha School District,WISCONSIN,The Opposite of Innocent,"Sones, Sonya",Banned in Libraries,Dec-21,Administrator,,
2207,1200930,INDIAN RIVER,FLORIDA,What My Mother Doesn't Know (What My Mother Doesn't Know Series),"Sones, Sonya",Banned in Libraries,Nov-21,Administrator,,
2208,1200480,DUVAL,FLORIDA,At the Mountain's Base,"Sorell, Traci",Banned Pending Investigation,Jan-22,Administrator,,
2209,1200480,DUVAL,FLORIDA,We Are Grateful: Otsaliheliga,"Sorell, Traci",Banned Pending Investigation,Jan-22,Administrator,,
2210,4205490,Central York SD,PENNSYLVANIA,We Are Grateful: Otsaliheliga,"Sorell, Traci",Banned in Classrooms,Aug-21,Administrator,,
2211,4205490,Central York SD,PENNSYLVANIA,Too Many Tamales,"Soto, Gary",Banned in Classrooms,Aug-21,Administrator,,
2212,4205490,Central York SD,PENNSYLVANIA,"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú","Sotomayor, Sonia",Banned in Classrooms,Aug-21,Administrator,,
2213,4700149,Collierville,TENNESSEE,The Summer of Jordi Perez,"Spalding, Amy",Banned Pending Investigation,Feb-22,Administrator,,
2214,4832940,NORTH EAST ISD,TEXAS,The Summer of Jordi Perez (And the Best Burger in Los Angeles),"Spalding, Amy",Banned Pending Investigation,Dec-21,Administrator,,
2215,4700149,Collierville,TENNESSEE,We Used to Be Friends,"Spalding, Amy",Banned Pending Investigation,Feb-22,Administrator,,
2216,4832940,NORTH EAST ISD,TEXAS,Beast,"Spangler, Brie",Banned Pending Investigation,Dec-21,Administrator,,
2217,2615990,Gladwin Community Schools,MICHIGAN,Go Ask Alice,"Sparks, Beatrice",Banned Pending Investigation,May-22,Administrator,,
2218,4700149,Collierville,TENNESSEE,I Am Water,"Specksgoor, Meg",Banned Pending Investigation,Feb-22,Administrator,,
2219,1200930,INDIAN RIVER,FLORIDA,Maus 1: A Survivor's Tale: My Father Bleeds History,"Spiegelman, Art",Banned Pending Investigation,Nov-21,Administrator,,
2220,4702820,McMinn County,TENNESSEE,Maus 1: A Survivor's Tale: My Father Bleeds History,"Spiegelman, Art",Banned in Classrooms,Jan-22,Administrator,,
2221,4825170,KATY ISD,TEXAS,Maus 1: A Survivor's Tale: My Father Bleeds History,"Spiegelman, Art",Banned Pending Investigation,Jan-22,Administrator,,
2222,4825170,KATY ISD,TEXAS,Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art",Banned Pending Investigation,Jan-22,Administrator,,
2223,4832940,NORTH EAST ISD,TEXAS,Freak Show,"St. James, James",Banned Pending Investigation,Dec-21,Administrator,,
2224,4700149,Collierville,TENNESSEE,As Far As You'll Take Me,"Stamper, Phil",Banned Pending Investigation,Feb-22,Administrator,,
2225,4832940,NORTH EAST ISD,TEXAS,As Far As You'll Take Me,"Stamper, Phil",Banned Pending Investigation,Dec-21,Administrator,,
2226,4821390,GRANBURY ISD,TEXAS,The Gravity of Us,"Stamper, Phil",Banned Pending Investigation,Jan-22,Administrator,,
2227,4832940,NORTH EAST ISD,TEXAS,The Gravity of Us,"Stamper, Phil",Banned Pending Investigation,Dec-21,Administrator,,
2228,4700149,Collierville,TENNESSEE,The Gravity of Us (The Gravity of Us Series),"Stamper, Phil",Banned Pending Investigation,Feb-22,Administrator,,
2229,4205490,Central York SD,PENNSYLVANIA,25 Women Who Ruled,"Stanborough, Rebecca J.",Banned in Classrooms,Aug-21,Administrator,,
2230,4700149,Collierville,TENNESSEE,Bright World (The Hazards of Love Series),"Stanley, Stan",Banned Pending Investigation,Feb-22,Administrator,,
2231,1200930,INDIAN RIVER,FLORIDA,Deogratias: A Tale of Rwanda,"Stassen, Jean-Philippe",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2232,1200480,DUVAL,FLORIDA,The List of Things That Will Not Change,"Stead, Rebecca",Banned Pending Investigation,Jan-22,Administrator,,
2233,4205490,Central York SD,PENNSYLVANIA,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M.",Banned in Classrooms,Aug-21,Administrator,,
2234,4700149,Collierville,TENNESSEE,The Watcher's Test (Deadendia Series),"Steele, Hamish",Banned Pending Investigation,Feb-22,Administrator,,
2235,2615990,Gladwin Community Schools,MICHIGAN,The Art of Racing in the Rain,"Stein, Garth",Banned Pending Investigation,May-22,Administrator,,
2236,1200930,INDIAN RIVER,FLORIDA,Of Mice and Men,"Steinbeck, John",Banned in Libraries,Nov-21,Administrator,,
2237,4005460,BRISTOW,OKLAHOMA,Of Mice and Men,"Steinbeck, John",Banned in Libraries and Classrooms,Oct-21,Administrator,,
2238,4810230,BIRDVILLE ISD,TEXAS,Of Mice and Men,"Steinbeck, John",Banned in Classrooms,Oct-21,Formal Challenge,,
2239,1200480,DUVAL,FLORIDA,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,"Steptoe, Javaka",Banned Pending Investigation,Jan-22,Administrator,,
2240,4205490,Central York SD,PENNSYLVANIA,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,"Steptoe, Javaka",Banned in Classrooms,Aug-21,Administrator,,
2241,4700149,Collierville,TENNESSEE,The Coldest Touch,"Sterling, Isabel",Banned Pending Investigation,Feb-22,Administrator,,
2242,4700149,Collierville,TENNESSEE,These Witches Don't Burn (These Witches Don't Burn Series),"Sterling, Isabel",Banned Pending Investigation,Feb-22,Administrator,,
2243,4836000,PROSPER ISD,TEXAS,The Exact Opposite of Okay (Izzy O'Neill Series),"Steven, Laura",Banned in Libraries and Classrooms,Mar-22,Administrator,,
2244,4205490,Central York SD,PENNSYLVANIA,Promoting Racial Literacy in Schools: Differences That Make a Difference,"Stevenson, Howard C.",Banned in Classrooms,Aug-21,Administrator,,
2245,4832940,NORTH EAST ISD,TEXAS,The Fire Never Goes Out: A Memoir in Pictures,"Stevenson, Noelle",Banned Pending Investigation,Dec-21,Administrator,,
2246,4832940,NORTH EAST ISD,TEXAS,Big Guy,"Stevenson, Robin",Banned Pending Investigation,Dec-21,Administrator,,
2247,4832940,NORTH EAST ISD,TEXAS,En el bosque,"Stevenson, Robin",Banned Pending Investigation,Dec-21,Administrator,,
2248,4700149,Collierville,TENNESSEE,Pride: Celebrating Diversity & Community,"Stevenson, Robin",Banned Pending Investigation,Feb-22,Administrator,,
2249,4832940,NORTH EAST ISD,TEXAS,Pride: Celebrating Diversity & Community,"Stevenson, Robin",Banned Pending Investigation,Dec-21,Administrator,,
2250,4832940,NORTH EAST ISD,TEXAS,Under Threat,"Stevenson, Robin",Banned Pending Investigation,Dec-21,Administrator,,
2251,4205490,Central York SD,PENNSYLVANIA,Who Is Michelle Obama? (Who was...? Series),"Stine, Megan",Banned in Classrooms,Aug-21,Administrator,,
2252,4205490,Central York SD,PENNSYLVANIA,Who Is Sonia Sotomayor? (Who was...? Series),"Stine, Megan",Banned in Classrooms,Aug-21,Administrator,,
2253,4205490,Central York SD,PENNSYLVANIA,Who Was Marie Curie? (Who was...? Series),"Stine, Megan",Banned in Classrooms,Aug-21,Administrator,,
2254,4700149,Collierville,TENNESSEE,Between Perfect and Real,"Stoeve, Ray",Banned Pending Investigation,Feb-22,Administrator,,
2255,3704950,Wilkes County Schools,NORTH CAROLINA,Clean Getaway,"Stone, Nic",Banned in Classrooms,May-22,Administrator,,
2256,1200930,INDIAN RIVER,FLORIDA,Dear Martin,"Stone, Nic",Banned in Libraries,Nov-21,Administrator,,
2257,1201080,LEE,FLORIDA,Dear Martin,"Stone, Nic",Banned Pending Investigation,May-22,Administrator,,
2258,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,Dear Martin,"Stone, Nic",Banned in Libraries,Apr-22,Administrator,,
2259,2921120,MONETT R-I,MISSOURI,Dear Martin,"Stone, Nic",Banned in Classrooms,Dec-21,Administrator,,
2260,3618570,MARLBORO CENTRAL SCHOOL DISTRICT,NEW YORK,Dear Martin,"Stone, Nic",Banned in Libraries and Classrooms,Feb-22,Administrator,,
2261,3702040,Haywood County Schools,NORTH CAROLINA,Dear Martin,"Stone, Nic",Banned in Classrooms,Jan-22,Administrator,,
2262,5515780,Waukesha School District,WISCONSIN,Dear Martin,"Stone, Nic",Banned in Libraries,Dec-21,Administrator,,
2263,1200930,INDIAN RIVER,FLORIDA,Odd One Out,"Stone, Nic",Banned Pending Investigation,Nov-21,Administrator,,
2264,4821390,GRANBURY ISD,TEXAS,Odd One Out,"Stone, Nic",Banned Pending Investigation,Jan-22,Administrator,,
2265,4832940,NORTH EAST ISD,TEXAS,Odd One Out,"Stone, Nic",Banned Pending Investigation,Dec-21,Administrator,,
2266,1200930,INDIAN RIVER,FLORIDA,A Bad Boy Can Be Good for a Girl,"Stone, Tanya Lee",Banned Pending Investigation,Nov-21,Administrator,,
2267,4205490,Central York SD,PENNSYLVANIA,"Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption","Stovall, David Omotoso",Banned in Classrooms,Aug-21,Administrator,,
2268,4832940,NORTH EAST ISD,TEXAS,The Confessions of Nat Turner,"Styron, William",Banned Pending Investigation,Dec-21,Administrator,,
2269,4700149,Collierville,TENNESSEE,It's Not Like It's a Secret,"Sugiura, Misa",Banned Pending Investigation,Feb-22,Administrator,,
2270,4832940,NORTH EAST ISD,TEXAS,It's Not Like It's a Secret,"Sugiura, Misa",Banned Pending Investigation,Dec-21,Administrator,,
2271,4205490,Central York SD,PENNSYLVANIA,Mommy Sayang: Pixar Animation Studios Artist Showcase,"Sullivan, Rosana",Banned in Classrooms,Aug-21,Administrator,,
2272,4700149,Collierville,TENNESSEE,The Dangerous Art of Blending In,"Surmelis, Angelo",Banned Pending Investigation,Feb-22,Administrator,,
2273,4816110,CYPRESS-FAIRBANKS ISD,TEXAS,Forbidden,"Suzuma, Tabitha",Banned in Libraries and Classrooms,Apr-22,Administrator,,
2274,4205490,Central York SD,PENNSYLVANIA,"Big Hair, Don't Care","Swain-Bates, Crystal",Banned in Classrooms,Aug-21,Administrator,,
2275,4205490,Central York SD,PENNSYLVANIA,"Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""","Taifa, Nkechi",Banned in Classrooms,Aug-21,Administrator,,
