,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
3887,4900360,Granite District,UTAH,Lawn Boy,"Evison, Jonathan",,Dec-22,Formal Challenge,,Banned Pending Investigation
3888,4900360,Granite District,UTAH,Living Dead Girl,"Scott, Elizabeth",,Oct-22,Formal Challenge,,Banned Pending Investigation
3889,4900360,Granite District,UTAH,Lucky,"Sebold, Alice",,Nov-22,Formal Challenge,,Banned Pending Investigation
3890,4900360,Granite District,UTAH,Maybe Not,"Hoover, Colleen",,Oct-22,Formal Challenge,Maybe Someday,Banned in Libraries and Classrooms
3891,4900360,Granite District,UTAH,Milk and Honey,"Kaur, Rupi",,Oct-22,Formal Challenge,,Banned Pending Investigation
3892,4900360,Granite District,UTAH,Monday's Not Coming,"Jackson, Tiffany D.",,Nov-22,Formal Challenge,,Banned Pending Investigation
3893,4900360,Granite District,UTAH,Normal People,"Rooney, Sally",,Oct-22,Formal Challenge,,Banned Pending Investigation
3894,4900360,Granite District,UTAH,People Kill People,"Hopkins, Ellen",,Oct-22,Formal Challenge,,Banned Pending Investigation
3895,4900360,Granite District,UTAH,Perfect,"Hopkins, Ellen",,Oct-22,Formal Challenge,Impulse,Banned Pending Investigation
3896,4900360,Granite District,UTAH,Push,Sapphire,,Nov-22,Formal Challenge,,Banned Pending Investigation
3897,4900360,Granite District,UTAH,"Red, White, and Royal Blue","McQuiston, Casey",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3898,4900360,Granite District,UTAH,Shine,"Myracle, Lauren",,Oct-22,Formal Challenge,,Banned Pending Investigation
3899,4900360,Granite District,UTAH,Slaughterhouse-Five,"Vonnegut Jr., Kurt",,Oct-22,Formal Challenge,,Banned Pending Investigation
3900,4900360,Granite District,UTAH,Sold,"McCormick, Patricia",,Nov-22,Formal Challenge,,Banned Pending Investigation
3901,4900360,Granite District,UTAH,The Black Flamingo,"Atta, Dean",,Nov-22,Formal Challenge,,Banned Pending Investigation
3902,4900360,Granite District,UTAH,The Bluest Eye,"Morrison, Toni",,Oct-22,Formal Challenge,,Banned Pending Investigation
3903,4900360,Granite District,UTAH,The Carnival at Bray,"Foley, Jessie Ann",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3904,4900360,Granite District,UTAH,The Freedom Writers Diary,"Gruwell, Erin",,Oct-22,Formal Challenge,,Banned in Libraries
3905,4900360,Granite District,UTAH,The Handmaid's Tale,"Atwood, Margaret",,Oct-22,Formal Challenge,,Banned in Libraries
3906,4900360,Granite District,UTAH,The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3907,4900360,Granite District,UTAH,The Handsome Girl & Her Beautiful Boy,"Gottfred, B. T.",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3908,4900360,Granite District,UTAH,The Haters,"Andrews, Jesse",,Nov-22,Formal Challenge,,Banned Pending Investigation
3909,4900360,Granite District,UTAH,The Invisible Life of Addie LaRue,"Schwab, V. E.",,Oct-22,Formal Challenge,,Banned Pending Investigation
3910,4900360,Granite District,UTAH,The Kite Runner,"Hosseini, Khaled",,Oct-22,Formal Challenge,,Banned in Libraries
3911,4900360,Granite District,UTAH,The Lovely Bones,"Sebold, Alice",,Oct-22,Formal Challenge,,Banned Pending Investigation
3912,4900360,Granite District,UTAH,The Nowhere Girls,"Reed, Amy",,Oct-22,Formal Challenge,,Banned Pending Investigation
3913,4900360,Granite District,UTAH,The Perks of Being a Wallflower,"Chbosky, Stephen",,Oct-22,Formal Challenge,,Banned Pending Investigation
3914,4900360,Granite District,UTAH,The Poet X,"Acevedo, Elizabeth",,Nov-22,Formal Challenge,,Banned Pending Investigation
3915,4900360,Granite District,UTAH,The Truth About Alice: A Novel,"Mathieu, Jennifer",,Nov-22,Formal Challenge,,Banned Pending Investigation
3916,4900360,Granite District,UTAH,Thirteen Reasons Why,"Asher, Jay",,Nov-22,Formal Challenge,,Banned Pending Investigation
3917,4900360,Granite District,UTAH,This Book Is Gay,"Dawson, Juno",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3918,4900360,Granite District,UTAH,This One Summer,"Tamaki, Mariko",,Nov-22,Formal Challenge,,Banned Pending Investigation
3919,4900360,Granite District,UTAH,Tilt,"Hopkins, Ellen",,Nov-22,Formal Challenge,,Banned Pending Investigation
3920,4900360,Granite District,UTAH,ttyl,"Myracle, Lauren",,Nov-22,Formal Challenge,Internet Girls,Banned Pending Investigation
3921,4900360,Granite District,UTAH,Ugly Love,"Hoover, Colleen",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3922,4900360,Granite District,UTAH,Verity,"Hoover, Colleen",,Oct-22,Formal Challenge,,Banned in Libraries and Classrooms
3923,4900360,Granite District,UTAH,Water for Elephants,"Gruen, Sara",,Oct-22,Formal Challenge,,Banned Pending Investigation
3924,4900360,Granite District,UTAH,What Girls Are Made Of,"Arnold, Elana K.",,Nov-22,Formal Challenge,,Banned Pending Investigation
3925,4901140,Washington District,UTAH,A Court of Frost and Starlight,"Maas, Sarah J.",,Nov-22,Informal Challenge,A Court of Thorns and Roses,Banned in Libraries and Classrooms
3926,4901140,Washington District,UTAH,A Court of Mist and Fury,"Maas, Sarah J.",,Nov-22,Informal Challenge,A Court of Thorns and Roses,Banned in Libraries and Classrooms
3927,4901140,Washington District,UTAH,A ​Court of Silver Flames,"Maas, Sarah J.",,Nov-22,Informal Challenge,A Court of Thorns and Roses,Banned in Libraries and Classrooms
3928,4901140,Washington District,UTAH,A Court of Thorns and Roses,"Maas, Sarah J.",,Nov-22,Informal Challenge,A Court of Thorns and Roses,Banned in Libraries and Classrooms
3929,4901140,Washington District,UTAH,A Court of Wings and Ruin,"Maas, Sarah J.",,Nov-22,Informal Challenge,A Court of Thorns and Roses,Banned in Libraries and Classrooms
3930,4901140,Washington District,UTAH,Acceptance,"VanderMeer, Jeff",,Nov-22,Informal Challenge,Southern Reach,Banned in Libraries and Classrooms
3931,4901140,Washington District,UTAH,Breathless,"Niven, Jennifer",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3932,4901140,Washington District,UTAH,Damsel,"Arnold, Elana K.",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3933,4901140,Washington District,UTAH,Dreaming in Cuban,"García, Cristina",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3934,4901140,Washington District,UTAH,Fallout,"Hopkins, Ellen",,Nov-22,Informal Challenge,Crank,Banned in Libraries and Classrooms
3935,4901140,Washington District,UTAH,Forever...,"Blume, Judy",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3936,4901140,Washington District,UTAH,I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3937,4901140,Washington District,UTAH,Looking for Alaska,"Green, John",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3938,4901140,Washington District,UTAH,Loving Frank,"Horan, Nancy",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3939,4901140,Washington District,UTAH,Lucky,"Sebold, Alice",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3940,4901140,Washington District,UTAH,Man o' War,"McCarthy, Cory",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3941,4901140,Washington District,UTAH,Milk and Honey,"Kaur, Rupi",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3942,4901140,Washington District,UTAH,Neanderthal Opens the Door to the Universe,"Norton, Preston",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3943,4901140,Washington District,UTAH,Nineteen Minutes,"Picoult, Jodi",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3944,4901140,Washington District,UTAH,Oryx and Crake,"Atwood, Margaret",,Nov-22,Informal Challenge,MaddAddam,Banned in Libraries and Classrooms
3945,4901140,Washington District,UTAH,Out of Darkness,"Pérez, Ashley Hope",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3946,4901140,Washington District,UTAH,People Kill People,"Hopkins, Ellen",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3947,4901140,Washington District,UTAH,Private Label,"Yang, Kelly",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3948,4901140,Washington District,UTAH,Push,Sapphire,,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3949,4901140,Washington District,UTAH,Red Hood,"Arnold, Elana K.",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3950,4901140,Washington District,UTAH,Shine,"Myracle, Lauren",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3951,4901140,Washington District,UTAH,Snow Flower and the Secret Fan,"See, Lisa",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3952,4901140,Washington District,UTAH,Sold,"McCormick, Patricia",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3953,4901140,Washington District,UTAH,The Art of Racing in the Rain,"Stein, Garth",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3954,4901140,Washington District,UTAH,The Bluest Eye,"Morrison, Toni",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3955,4901140,Washington District,UTAH,The Carnival at Bray,"Foley, Jessie Ann",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3956,4901140,Washington District,UTAH,The Cost of Knowing,"Morris, Brittney",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
3957,4901140,Washington District,UTAH,The Handmaid's Tale,"Atwood, Margaret",,Nov-22,Informal Challenge,,Banned in Libraries and Classrooms
